nj=20;
nm=4;
nr=3;
nLotBot=2;
nRetBot=2;
par_Jobs = {
<1,18>
<2,21>
<3,14>
<4,26>
<5,25>
<6,15>
<7,20>
<8,24>
<9,24>
<10,10>
<11,13>
<12,12>
<13,16>
<14,12>
<15,19>
<16,14>
<17,23>
<18,24>
<19,15>
<20,16>
};

par_J2M2Rs = {
<1,3,1>
<2,1,2>
<2,4,3>
<2,2,3>
<3,1,1>
<3,4,1>
<4,1,2>
<4,4,1>
<4,2,1>
<5,2,3>
<5,1,3>
<5,4,3>
<6,2,2>
<7,4,3>
<7,3,3>
<7,2,3>
<8,1,3>
<8,3,3>
<8,4,3>
<9,1,1>
<10,4,2>
<10,2,1>
<10,1,1>
<11,3,2>
<12,1,2>
<12,4,3>
<12,3,3>
<13,1,1>
<13,2,1>
<13,3,1>
<14,3,3>
<14,2,3>
<14,4,1>
<14,1,1>
<15,1,3>
<15,2,3>
<15,4,3>
<15,3,3>
<16,1,3>
<16,4,3>
<16,2,3>
<17,2,3>
<17,1,3>
<17,4,1>
<17,3,1>
<18,3,3>
<18,2,3>
<18,1,2>
<18,4,2>
<19,1,3>
<19,2,3>
<20,1,2>
<20,3,3>
<20,2,3>
};
