nj=100;
nm=15;
nr=30;
nLotBot=10;
nRetBot=5;
par_Jobs = {
<1,16>
<2,21>
<3,15>
<4,13>
<5,15>
<6,25>
<7,20>
<8,15>
<9,25>
<10,14>
<11,14>
<12,10>
<13,11>
<14,16>
<15,19>
<16,25>
<17,11>
<18,13>
<19,13>
<20,20>
<21,22>
<22,13>
<23,25>
<24,12>
<25,13>
<26,16>
<27,24>
<28,11>
<29,23>
<30,20>
<31,14>
<32,23>
<33,22>
<34,15>
<35,19>
<36,25>
<37,21>
<38,23>
<39,21>
<40,25>
<41,17>
<42,16>
<43,18>
<44,12>
<45,17>
<46,12>
<47,20>
<48,24>
<49,22>
<50,19>
<51,16>
<52,11>
<53,12>
<54,21>
<55,13>
<56,23>
<57,19>
<58,21>
<59,24>
<60,16>
<61,19>
<62,25>
<63,21>
<64,17>
<65,18>
<66,15>
<67,26>
<68,15>
<69,16>
<70,11>
<71,10>
<72,12>
<73,20>
<74,25>
<75,23>
<76,14>
<77,11>
<78,16>
<79,18>
<80,23>
<81,21>
<82,19>
<83,23>
<84,12>
<85,26>
<86,13>
<87,25>
<88,15>
<89,25>
<90,13>
<91,17>
<92,14>
<93,13>
<94,24>
<95,19>
<96,22>
<97,15>
<98,15>
<99,20>
<100,14>
};

par_J2M2Rs = {
<1,4,1>
<1,9,2>
<1,3,2>
<2,11,3>
<2,12,4>
<2,15,4>
<3,6,5>
<3,15,5>
<4,15,6>
<4,11,7>
<4,13,7>
<5,14,8>
<5,12,8>
<6,8,9>
<6,6,9>
<7,11,10>
<8,2,11>
<9,13,12>
<9,4,12>
<9,5,13>
<10,3,14>
<10,15,15>
<10,9,15>
<11,5,16>
<11,10,16>
<11,7,17>
<11,6,17>
<12,9,18>
<12,5,18>
<12,3,19>
<12,7,19>
<13,4,20>
<13,1,20>
<14,14,21>
<14,7,21>
<14,1,22>
<15,12,23>
<15,7,23>
<16,10,24>
<16,5,24>
<16,4,25>
<17,8,26>
<17,3,27>
<18,1,28>
<18,9,28>
<19,10,29>
<20,9,30>
<20,11,30>
<20,8,14>
<20,6,14>
<21,5,16>
<21,3,16>
<22,2,18>
<22,5,18>
<22,13,29>
<22,8,29>
<23,15,9>
<23,7,9>
<23,12,18>
<24,4,18>
<25,14,4>
<25,1,4>
<26,13,18>
<26,10,18>
<26,12,26>
<27,7,5>
<27,6,5>
<27,12,11>
<28,6,8>
<28,7,16>
<29,14,19>
<29,2,19>
<29,11,6>
<30,7,4>
<30,8,4>
<31,10,2>
<31,8,2>
<31,12,28>
<32,9,20>
<32,14,20>
<33,12,14>
<33,11,14>
<33,13,23>
<33,4,23>
<34,1,25>
<34,10,25>
<34,2,23>
<34,12,23>
<35,12,15>
<36,10,3>
<36,13,3>
<36,5,28>
<36,8,28>
<37,14,3>
<37,15,3>
<38,13,5>
<38,7,5>
<39,1,15>
<39,3,15>
<39,8,15>
<39,4,15>
<40,3,6>
<40,11,6>
<40,8,24>
<41,7,1>
<42,5,29>
<43,2,6>
<43,1,6>
<44,2,10>
<44,11,10>
<45,11,19>
<45,12,25>
<46,3,29>
<47,4,11>
<47,6,11>
<47,12,14>
<48,11,29>
<48,7,29>
<49,8,2>
<49,9,2>
<49,12,17>
<50,8,18>
<50,11,18>
<50,4,20>
<51,12,29>
<52,15,10>
<52,1,30>
<53,1,8>
<54,2,16>
<54,6,28>
<55,7,6>
<55,1,6>
<55,10,26>
<56,2,26>
<57,4,2>
<57,7,2>
<57,3,1>
<58,12,23>
<58,4,8>
<58,10,8>
<59,14,9>
<59,2,9>
<60,8,20>
<60,7,20>
<61,7,30>
<62,2,7>
<63,11,14>
<64,9,28>
<64,10,28>
<65,10,23>
<66,5,9>
<67,10,22>
<67,8,22>
<68,10,27>
<68,15,27>
<69,13,20>
<69,8,20>
<70,3,23>
<70,2,23>
<71,13,22>
<71,5,22>
<72,3,4>
<72,10,15>
<73,6,26>
<74,6,21>
<74,7,21>
<75,4,1>
<75,2,1>
<76,9,22>
<77,8,13>
<77,6,13>
<77,9,23>
<78,13,17>
<78,6,12>
<78,12,12>
<79,14,11>
<79,15,11>
<79,7,15>
<80,14,22>
<80,5,22>
<81,15,14>
<81,11,14>
<82,6,26>
<82,8,26>
<83,1,5>
<83,15,5>
<83,10,1>
<84,10,4>
<84,5,29>
<85,3,10>
<85,11,1>
<85,10,1>
<86,14,20>
<86,9,20>
<87,12,23>
<88,15,17>
<88,4,22>
<89,3,17>
<89,1,17>
<90,14,24>
<90,9,24>
<91,9,15>
<92,12,23>
<93,5,18>
<93,11,18>
<94,5,9>
<94,6,9>
<95,1,16>
<95,10,16>
<95,8,17>
<96,2,16>
<96,7,16>
<96,6,7>
<96,3,7>
<97,1,11>
<97,4,11>
<98,9,29>
<99,15,27>
<99,6,16>
<99,2,16>
<100,7,9>
};
