nj=25;
nm=5;
nr=4;
nLotBot=3;
nRetBot=2;
par_Jobs = {
<1,17>
<2,17>
<3,23>
<4,19>
<5,22>
<6,17>
<7,17>
<8,14>
<9,16>
<10,17>
<11,25>
<12,17>
<13,21>
<14,16>
<15,26>
<16,24>
<17,17>
<18,17>
<19,23>
<20,23>
<21,20>
<22,22>
<23,16>
<24,20>
<25,21>
};

par_J2M2Rs = {
<1,2,1>
<1,1,1>
<1,5,2>
<2,3,3>
<2,2,4>
<2,1,4>
<3,4,2>
<3,3,2>
<4,3,2>
<4,5,4>
<5,5,1>
<5,1,1>
<5,2,3>
<6,4,1>
<7,1,3>
<8,3,4>
<9,3,3>
<9,4,3>
<9,1,4>
<9,2,4>
<10,5,4>
<10,4,4>
<11,4,2>
<11,2,2>
<12,1,4>
<12,3,4>
<13,1,4>
<13,5,2>
<14,3,4>
<14,1,4>
<14,5,3>
<15,5,1>
<15,4,1>
<16,3,1>
<17,1,1>
<17,2,1>
<17,5,3>
<18,2,4>
<19,1,1>
<19,5,1>
<19,4,1>
<20,5,3>
<20,4,3>
<21,5,1>
<21,3,1>
<22,4,3>
<23,5,2>
<23,4,2>
<24,5,2>
<24,3,2>
<25,3,1>
<25,5,1>
};
