nj=60;
nm=11;
nr=14;
nLotBot=6;
nRetBot=4;
par_Jobs = {
<1,13>
<2,19>
<3,17>
<4,24>
<5,17>
<6,21>
<7,17>
<8,22>
<9,14>
<10,12>
<11,14>
<12,16>
<13,20>
<14,15>
<15,10>
<16,16>
<17,23>
<18,16>
<19,22>
<20,13>
<21,17>
<22,17>
<23,11>
<24,16>
<25,12>
<26,17>
<27,17>
<28,21>
<29,14>
<30,25>
<31,19>
<32,13>
<33,11>
<34,25>
<35,17>
<36,20>
<37,12>
<38,20>
<39,21>
<40,25>
<41,23>
<42,24>
<43,17>
<44,19>
<45,26>
<46,21>
<47,13>
<48,24>
<49,15>
<50,25>
<51,25>
<52,16>
<53,18>
<54,16>
<55,26>
<56,21>
<57,23>
<58,25>
<59,25>
<60,25>
};

par_J2M2Rs = {
<1,4,1>
<1,5,1>
<2,1,2>
<2,9,2>
<3,11,3>
<4,9,4>
<4,6,4>
<5,9,5>
<5,2,6>
<6,6,7>
<6,5,7>
<6,11,8>
<7,3,9>
<7,11,9>
<7,4,10>
<8,8,11>
<8,7,12>
<9,10,13>
<9,1,13>
<10,4,14>
<10,6,4>
<10,10,4>
<11,6,12>
<11,1,12>
<11,5,13>
<11,9,13>
<12,5,6>
<13,8,1>
<13,1,1>
<14,1,1>
<15,2,4>
<15,4,4>
<15,3,1>
<16,9,4>
<17,8,9>
<18,2,9>
<18,8,9>
<18,3,4>
<19,6,12>
<19,4,12>
<19,10,2>
<19,1,2>
<20,3,6>
<21,1,2>
<21,7,1>
<22,3,11>
<22,10,11>
<22,11,2>
<22,7,2>
<23,3,6>
<23,7,8>
<24,4,5>
<24,10,5>
<25,9,2>
<26,9,7>
<26,10,7>
<27,11,8>
<27,2,1>
<27,8,1>
<28,10,1>
<28,2,1>
<29,1,6>
<29,2,6>
<29,6,7>
<30,5,14>
<30,11,14>
<30,6,3>
<31,5,8>
<31,11,10>
<32,10,5>
<32,4,5>
<32,2,10>
<32,8,10>
<33,8,9>
<33,10,12>
<33,4,12>
<34,5,12>
<34,8,12>
<35,3,6>
<35,11,6>
<35,10,10>
<35,9,10>
<36,11,12>
<36,9,12>
<36,6,5>
<36,2,5>
<37,8,12>
<37,6,12>
<38,5,12>
<38,10,12>
<38,6,9>
<39,8,4>
<39,10,4>
<39,6,2>
<39,2,2>
<40,6,13>
<40,7,13>
<40,5,11>
<41,9,8>
<41,4,8>
<42,1,8>
<42,9,8>
<43,11,7>
<43,10,7>
<44,8,1>
<44,11,1>
<44,7,14>
<44,6,14>
<45,8,8>
<46,5,7>
<46,8,7>
<46,3,1>
<46,4,1>
<47,10,12>
<48,11,7>
<48,9,7>
<48,6,12>
<48,10,12>
<49,4,10>
<49,1,6>
<50,6,12>
<50,8,12>
<50,3,9>
<50,5,9>
<51,10,8>
<51,4,13>
<51,3,13>
<52,8,7>
<52,9,7>
<53,9,14>
<54,7,2>
<54,10,5>
<55,1,1>
<56,9,1>
<56,8,3>
<56,6,3>
<57,1,3>
<57,3,3>
<57,8,5>
<57,11,5>
<58,11,6>
<59,4,10>
<59,9,10>
<60,3,12>
};
