nj=30;
nm=6;
nr=5;
nLotBot=3;
nRetBot=3;
par_Jobs = {
<1,25>
<2,21>
<3,13>
<4,11>
<5,12>
<6,24>
<7,18>
<8,22>
<9,14>
<10,15>
<11,13>
<12,21>
<13,19>
<14,25>
<15,17>
<16,24>
<17,18>
<18,25>
<19,18>
<20,13>
<21,23>
<22,23>
<23,16>
<24,24>
<25,23>
<26,25>
<27,11>
<28,23>
<29,14>
<30,25>
};

par_J2M2Rs = {
<1,3,1>
<1,5,1>
<1,1,2>
<2,6,3>
<2,2,3>
<3,5,4>
<3,3,5>
<4,6,2>
<4,3,2>
<4,4,1>
<4,2,1>
<5,3,3>
<6,4,3>
<6,3,3>
<7,1,5>
<7,5,5>
<8,2,3>
<9,6,4>
<9,2,4>
<10,1,3>
<10,5,3>
<10,4,3>
<11,1,5>
<12,4,5>
<13,3,1>
<14,5,5>
<14,6,5>
<14,4,2>
<15,2,4>
<16,1,5>
<16,2,5>
<17,3,1>
<18,2,3>
<18,1,3>
<18,3,2>
<18,4,2>
<19,5,3>
<19,6,3>
<20,1,3>
<21,4,3>
<21,1,3>
<21,3,1>
<21,2,1>
<22,3,1>
<22,1,1>
<23,3,4>
<24,5,1>
<25,1,3>
<25,6,3>
<25,4,2>
<25,2,2>
<26,3,1>
<26,4,2>
<27,4,1>
<28,3,4>
<28,1,4>
<29,4,2>
<29,2,2>
<29,6,4>
<29,3,4>
<30,3,5>
<30,6,5>
};
