nj=40;
nm=8;
nr=7;
nLotBot=4;
nRetBot=3;
par_Jobs = {
<1,16>
<2,22>
<3,20>
<4,14>
<5,24>
<6,24>
<7,25>
<8,22>
<9,25>
<10,15>
<11,12>
<12,14>
<13,17>
<14,23>
<15,23>
<16,23>
<17,14>
<18,18>
<19,12>
<20,13>
<21,23>
<22,15>
<23,17>
<24,12>
<25,16>
<26,12>
<27,19>
<28,15>
<29,14>
<30,22>
<31,14>
<32,21>
<33,11>
<34,20>
<35,20>
<36,24>
<37,25>
<38,15>
<39,13>
<40,16>
};

par_J2M2Rs = {
<1,2,1>
<1,8,2>
<1,6,2>
<2,4,3>
<3,1,4>
<3,3,5>
<4,5,6>
<4,1,6>
<5,4,7>
<6,5,4>
<6,6,3>
<6,3,3>
<7,3,2>
<8,6,3>
<8,8,1>
<8,2,1>
<9,6,5>
<9,4,5>
<10,2,6>
<10,8,3>
<10,7,3>
<11,5,7>
<11,6,7>
<11,8,7>
<12,5,7>
<12,2,7>
<13,5,6>
<13,8,5>
<13,7,5>
<14,8,7>
<14,6,7>
<14,7,5>
<14,1,5>
<15,7,2>
<15,1,7>
<16,7,1>
<16,5,1>
<17,7,2>
<17,2,2>
<17,4,1>
<17,1,1>
<18,4,3>
<19,1,4>
<19,5,1>
<20,4,4>
<21,2,2>
<22,3,5>
<22,5,5>
<23,4,2>
<24,5,4>
<24,7,4>
<24,8,6>
<25,7,3>
<25,3,2>
<25,6,2>
<26,6,3>
<26,7,3>
<27,1,7>
<28,8,4>
<28,6,3>
<29,5,6>
<30,1,3>
<31,2,1>
<32,7,3>
<32,3,3>
<32,6,3>
<33,6,7>
<33,1,7>
<33,4,1>
<33,3,1>
<34,3,2>
<35,7,7>
<36,5,5>
<36,1,6>
<36,4,6>
<37,5,2>
<37,6,2>
<37,3,4>
<37,1,4>
<38,6,1>
<38,3,5>
<38,8,5>
<39,4,4>
<39,5,4>
<39,3,6>
<39,6,6>
<40,7,6>
<40,3,6>
<40,5,2>
};
