nj=90;
nm=14;
nr=26;
nLotBot=9;
nRetBot=5;
par_Jobs = {
<1,25>
<2,23>
<3,26>
<4,13>
<5,12>
<6,18>
<7,19>
<8,22>
<9,19>
<10,25>
<11,12>
<12,20>
<13,16>
<14,16>
<15,13>
<16,16>
<17,18>
<18,19>
<19,10>
<20,13>
<21,20>
<22,13>
<23,21>
<24,23>
<25,25>
<26,10>
<27,13>
<28,18>
<29,20>
<30,12>
<31,22>
<32,20>
<33,14>
<34,13>
<35,17>
<36,24>
<37,22>
<38,17>
<39,14>
<40,18>
<41,11>
<42,13>
<43,10>
<44,25>
<45,21>
<46,20>
<47,26>
<48,20>
<49,13>
<50,22>
<51,15>
<52,11>
<53,22>
<54,14>
<55,10>
<56,13>
<57,18>
<58,20>
<59,14>
<60,25>
<61,19>
<62,12>
<63,15>
<64,10>
<65,17>
<66,16>
<67,23>
<68,26>
<69,14>
<70,26>
<71,12>
<72,22>
<73,14>
<74,20>
<75,22>
<76,24>
<77,16>
<78,10>
<79,19>
<80,20>
<81,20>
<82,20>
<83,20>
<84,10>
<85,11>
<86,13>
<87,26>
<88,26>
<89,16>
<90,23>
};

par_J2M2Rs = {
<1,14,1>
<1,9,1>
<1,3,2>
<2,10,3>
<3,1,4>
<4,14,5>
<4,11,5>
<4,2,6>
<5,6,7>
<5,5,7>
<6,2,8>
<6,6,9>
<7,8,10>
<7,5,10>
<7,12,11>
<7,7,11>
<8,4,12>
<8,14,12>
<8,11,13>
<9,10,14>
<9,1,14>
<10,12,15>
<11,4,16>
<11,10,17>
<12,12,18>
<13,3,19>
<14,1,20>
<15,2,21>
<15,13,22>
<15,10,22>
<16,13,23>
<16,4,24>
<16,8,24>
<17,8,25>
<17,1,25>
<17,6,26>
<18,1,4>
<18,11,4>
<18,6,16>
<19,9,20>
<19,8,20>
<20,12,9>
<20,11,9>
<21,10,13>
<21,14,3>
<21,8,3>
<22,9,22>
<22,3,22>
<23,11,5>
<23,14,5>
<24,13,11>
<25,11,4>
<25,10,4>
<26,4,22>
<26,9,22>
<27,14,24>
<27,3,5>
<27,1,5>
<28,7,17>
<29,8,4>
<30,4,3>
<30,1,13>
<30,6,13>
<31,4,26>
<31,1,26>
<31,8,24>
<31,11,24>
<32,8,13>
<32,10,13>
<32,7,26>
<33,8,7>
<34,2,2>
<34,3,2>
<35,6,22>
<36,13,9>
<36,1,9>
<37,14,3>
<38,7,14>
<39,6,3>
<39,9,8>
<40,2,13>
<41,11,3>
<41,12,3>
<42,8,12>
<42,11,17>
<42,7,17>
<43,11,7>
<43,12,22>
<44,6,2>
<44,9,11>
<45,5,6>
<45,6,14>
<46,14,11>
<46,8,11>
<47,4,26>
<47,2,26>
<48,8,25>
<48,2,26>
<48,7,26>
<49,10,22>
<49,8,22>
<49,5,24>
<49,14,24>
<50,13,1>
<50,5,3>
<51,9,7>
<52,7,20>
<52,12,25>
<53,4,21>
<53,5,14>
<53,9,14>
<54,13,11>
<54,9,11>
<54,4,19>
<54,8,19>
<55,13,10>
<55,6,11>
<55,8,11>
<56,5,21>
<57,3,18>
<57,2,26>
<57,7,26>
<58,8,25>
<58,13,12>
<58,1,12>
<59,2,23>
<59,10,5>
<60,6,19>
<60,11,23>
<60,14,23>
<61,3,10>
<61,4,18>
<62,4,6>
<62,12,6>
<62,9,14>
<62,5,14>
<63,9,25>
<64,2,18>
<64,11,18>
<64,10,18>
<65,14,4>
<65,3,10>
<66,4,10>
<67,13,22>
<68,7,24>
<68,1,3>
<68,12,3>
<69,1,23>
<70,2,12>
<70,12,12>
<71,2,19>
<71,8,12>
<72,2,24>
<72,6,24>
<73,8,15>
<73,14,15>
<74,5,16>
<74,1,17>
<74,6,17>
<75,3,9>
<76,3,21>
<76,11,21>
<76,2,26>
<76,10,26>
<77,11,24>
<77,9,24>
<78,14,10>
<78,12,10>
<79,11,7>
<79,4,7>
<79,3,5>
<80,4,9>
<80,11,12>
<80,10,12>
<81,10,11>
<81,2,11>
<82,6,8>
<82,12,8>
<82,8,7>
<82,5,7>
<83,12,7>
<83,11,7>
<84,9,17>
<84,4,17>
<85,8,7>
<85,1,7>
<85,12,21>
<86,10,22>
<86,3,13>
<87,10,5>
<87,5,11>
<88,8,18>
<89,2,1>
<89,8,26>
<90,14,1>
};
