nj=65;
nm=12;
nr=16;
nLotBot=7;
nRetBot=4;
par_Jobs = {
<1,26>
<2,24>
<3,16>
<4,17>
<5,11>
<6,12>
<7,20>
<8,20>
<9,14>
<10,13>
<11,20>
<12,17>
<13,10>
<14,20>
<15,14>
<16,13>
<17,14>
<18,19>
<19,19>
<20,11>
<21,20>
<22,24>
<23,20>
<24,10>
<25,13>
<26,14>
<27,24>
<28,16>
<29,11>
<30,24>
<31,15>
<32,15>
<33,23>
<34,13>
<35,15>
<36,24>
<37,17>
<38,21>
<39,23>
<40,25>
<41,14>
<42,17>
<43,26>
<44,23>
<45,17>
<46,20>
<47,15>
<48,21>
<49,17>
<50,26>
<51,23>
<52,22>
<53,24>
<54,12>
<55,13>
<56,11>
<57,18>
<58,22>
<59,12>
<60,13>
<61,23>
<62,11>
<63,18>
<64,20>
<65,15>
};

par_J2M2Rs = {
<1,8,1>
<1,3,1>
<1,2,2>
<2,12,3>
<3,11,4>
<3,10,4>
<3,8,5>
<4,9,6>
<4,8,6>
<4,12,7>
<4,5,7>
<5,8,8>
<5,6,8>
<5,9,9>
<6,5,10>
<7,12,11>
<8,6,12>
<8,2,12>
<9,10,13>
<9,6,14>
<10,10,15>
<11,11,16>
<11,3,7>
<12,2,12>
<13,4,8>
<13,1,8>
<14,12,4>
<14,5,4>
<15,1,15>
<15,9,15>
<15,6,12>
<16,4,6>
<16,7,12>
<16,6,12>
<17,3,12>
<18,10,1>
<18,6,5>
<18,9,5>
<19,4,6>
<20,12,14>
<20,3,14>
<20,9,13>
<21,3,11>
<21,1,11>
<22,7,4>
<22,9,4>
<23,8,5>
<23,6,5>
<23,4,12>
<23,2,12>
<24,9,14>
<25,1,7>
<25,3,7>
<25,8,7>
<26,10,2>
<26,4,2>
<26,3,14>
<27,9,3>
<27,10,3>
<28,5,11>
<29,1,15>
<29,10,8>
<29,6,8>
<30,6,8>
<30,4,8>
<30,10,7>
<30,2,7>
<31,5,12>
<31,1,12>
<32,5,5>
<32,1,5>
<32,12,12>
<32,11,12>
<33,3,10>
<34,6,1>
<34,5,1>
<34,9,9>
<34,2,9>
<35,12,2>
<36,6,3>
<37,10,9>
<37,3,16>
<37,1,16>
<38,2,7>
<39,11,16>
<39,5,16>
<39,9,6>
<39,12,6>
<40,12,9>
<40,8,3>
<41,10,8>
<41,6,15>
<41,9,15>
<42,6,10>
<42,8,15>
<43,5,16>
<43,9,16>
<44,12,9>
<45,10,14>
<45,7,14>
<45,4,12>
<45,3,12>
<46,1,14>
<47,12,13>
<48,8,7>
<48,2,12>
<49,3,13>
<49,10,13>
<50,1,13>
<50,3,2>
<50,5,2>
<51,4,13>
<51,6,9>
<52,1,2>
<52,6,2>
<53,2,3>
<53,8,8>
<54,11,3>
<54,2,3>
<55,11,14>
<55,5,13>
<56,9,15>
<56,5,15>
<56,11,14>
<57,5,11>
<57,7,11>
<57,1,3>
<57,2,3>
<58,3,16>
<59,4,3>
<59,5,3>
<59,1,11>
<60,1,10>
<61,12,9>
<61,8,9>
<62,4,1>
<62,2,1>
<62,11,16>
<62,3,16>
<63,2,3>
<64,2,12>
<65,6,6>
<65,1,6>
};
