nj=70;
nm=12;
nr=18;
nLotBot=7;
nRetBot=4;
par_Jobs = {
<1,19>
<2,17>
<3,21>
<4,23>
<5,12>
<6,16>
<7,13>
<8,18>
<9,24>
<10,17>
<11,17>
<12,21>
<13,17>
<14,15>
<15,19>
<16,12>
<17,24>
<18,13>
<19,17>
<20,16>
<21,25>
<22,21>
<23,17>
<24,10>
<25,26>
<26,25>
<27,17>
<28,26>
<29,23>
<30,15>
<31,22>
<32,26>
<33,15>
<34,24>
<35,19>
<36,20>
<37,15>
<38,15>
<39,24>
<40,11>
<41,13>
<42,16>
<43,23>
<44,24>
<45,11>
<46,13>
<47,17>
<48,11>
<49,21>
<50,25>
<51,17>
<52,16>
<53,19>
<54,23>
<55,19>
<56,11>
<57,10>
<58,16>
<59,20>
<60,16>
<61,24>
<62,20>
<63,17>
<64,25>
<65,12>
<66,14>
<67,21>
<68,26>
<69,26>
<70,13>
};

par_J2M2Rs = {
<1,10,1>
<1,4,2>
<1,8,2>
<2,11,3>
<2,2,3>
<2,6,4>
<3,12,5>
<3,7,6>
<3,6,6>
<4,2,7>
<4,10,7>
<4,12,8>
<5,2,9>
<5,1,10>
<6,12,11>
<6,6,11>
<6,9,12>
<7,9,13>
<8,9,14>
<9,2,15>
<9,10,15>
<9,8,16>
<10,11,17>
<10,10,17>
<11,11,18>
<11,5,7>
<12,4,7>
<12,6,7>
<13,4,11>
<13,8,7>
<14,5,14>
<14,9,14>
<15,9,6>
<15,11,6>
<16,1,13>
<17,1,11>
<17,8,11>
<17,7,15>
<18,7,18>
<18,9,18>
<19,9,16>
<19,2,16>
<20,10,16>
<20,3,16>
<21,7,12>
<21,4,3>
<22,4,4>
<22,8,6>
<23,8,8>
<23,2,8>
<24,4,15>
<25,2,14>
<26,10,2>
<26,11,2>
<26,2,17>
<26,7,17>
<27,6,10>
<27,10,10>
<28,7,13>
<29,6,15>
<30,5,10>
<30,12,10>
<31,3,6>
<32,11,13>
<32,6,13>
<32,8,13>
<33,6,17>
<33,4,17>
<34,3,1>
<34,12,1>
<34,6,1>
<35,6,6>
<35,5,6>
<36,1,4>
<36,2,4>
<37,8,4>
<38,12,4>
<38,8,4>
<38,7,8>
<38,10,8>
<39,3,1>
<39,5,1>
<40,2,15>
<41,3,9>
<42,8,9>
<42,3,11>
<43,2,4>
<43,7,4>
<44,10,17>
<45,3,12>
<46,8,11>
<46,11,8>
<47,4,13>
<47,3,10>
<48,9,12>
<48,2,12>
<49,5,12>
<49,12,12>
<49,8,18>
<50,10,14>
<50,6,14>
<51,8,18>
<51,4,18>
<51,3,2>
<51,11,2>
<52,7,12>
<52,10,12>
<52,4,4>
<53,8,9>
<53,6,9>
<54,3,13>
<54,10,8>
<55,3,1>
<55,6,1>
<55,10,9>
<55,5,9>
<56,7,16>
<56,2,14>
<56,9,14>
<57,1,18>
<57,3,18>
<58,12,12>
<58,1,12>
<58,11,8>
<58,6,8>
<59,7,2>
<59,11,16>
<59,12,16>
<60,2,13>
<60,4,3>
<60,5,3>
<61,3,16>
<62,4,13>
<63,12,7>
<63,10,13>
<64,4,16>
<64,2,16>
<64,3,9>
<64,7,9>
<65,11,4>
<65,8,4>
<65,10,5>
<66,4,11>
<66,9,11>
<66,8,4>
<67,2,3>
<67,7,3>
<68,9,16>
<68,4,16>
<69,1,2>
<69,10,2>
<69,7,18>
<70,3,11>
<70,4,11>
<70,1,12>
<70,6,12>
};
