nj=45;
nm=9;
nr=8;
nLotBot=5;
nRetBot=3;
par_Jobs = {
<1,21>
<2,18>
<3,15>
<4,17>
<5,17>
<6,20>
<7,22>
<8,13>
<9,25>
<10,22>
<11,22>
<12,18>
<13,23>
<14,25>
<15,10>
<16,16>
<17,16>
<18,17>
<19,20>
<20,17>
<21,21>
<22,21>
<23,11>
<24,20>
<25,22>
<26,15>
<27,16>
<28,18>
<29,22>
<30,16>
<31,25>
<32,20>
<33,21>
<34,14>
<35,21>
<36,16>
<37,17>
<38,12>
<39,25>
<40,21>
<41,21>
<42,12>
<43,23>
<44,19>
<45,20>
};

par_J2M2Rs = {
<1,1,1>
<1,9,2>
<2,8,3>
<3,3,4>
<3,7,4>
<4,1,5>
<5,5,6>
<5,6,6>
<6,5,7>
<6,7,8>
<6,4,8>
<7,1,7>
<8,2,1>
<8,7,1>
<8,1,3>
<9,7,5>
<9,4,5>
<9,8,2>
<9,5,2>
<10,8,7>
<10,7,7>
<10,3,2>
<10,2,2>
<11,8,8>
<11,4,8>
<11,6,8>
<12,3,6>
<12,6,2>
<12,4,2>
<13,1,8>
<13,2,6>
<14,7,6>
<14,3,6>
<14,6,5>
<14,9,5>
<15,9,6>
<15,8,6>
<16,5,5>
<16,1,5>
<16,2,8>
<16,7,8>
<17,8,8>
<17,4,6>
<17,1,6>
<18,7,7>
<19,8,2>
<19,6,7>
<19,3,7>
<20,4,4>
<20,5,4>
<21,8,2>
<21,6,2>
<22,4,5>
<22,6,4>
<23,6,4>
<23,5,4>
<24,6,7>
<24,2,7>
<25,4,5>
<25,5,5>
<26,4,6>
<26,9,5>
<27,8,4>
<27,2,4>
<28,1,3>
<28,3,5>
<29,7,1>
<29,3,5>
<29,8,5>
<30,3,5>
<31,4,2>
<31,6,2>
<32,1,1>
<32,6,1>
<32,2,3>
<32,5,3>
<33,6,8>
<34,6,6>
<34,9,6>
<34,3,6>
<34,8,6>
<35,2,3>
<36,8,6>
<36,4,6>
<36,5,3>
<36,1,3>
<37,2,7>
<37,4,7>
<37,6,1>
<38,6,7>
<39,2,3>
<40,1,8>
<41,8,1>
<41,7,1>
<42,2,6>
<43,8,4>
<44,3,1>
<44,7,5>
<45,7,8>
<45,4,8>
};
